,User,Name,Chain,Value
218,0xeE011724B0D659647a525568aeb663bFa67b473D,MUX,arb,0.10802399735759999
219,0xeE011724B0D659647a525568aeb663bFa67b473D,Olive,arb,0.05996368613219025
220,0xeE011724B0D659647a525568aeb663bFa67b473D,PlutusDAO,arb,0.057583561184844985
221,0xeE011724B0D659647a525568aeb663bFa67b473D,Radiant Capital,arb,0.0309990757
222,0xeE011724B0D659647a525568aeb663bFa67b473D,Stargate,arb,11.019532615662389
223,0xeE011724B0D659647a525568aeb663bFa67b473D,SushiSwap,arb,0.41034027906597037
224,0xeE011724B0D659647a525568aeb663bFa67b473D,Umami Finance,arb,0.029008290511536923
225,0xeE011724B0D659647a525568aeb663bFa67b473D,Uniswap V3,arb,0.5911991462402186
226,0xeE011724B0D659647a525568aeb663bFa67b473D,Vesta Finance,arb,0.11863904177141264
227,0xeE011724B0D659647a525568aeb663bFa67b473D,WOO Network,arb,0.02124286791434412
228,0xeE011724B0D659647a525568aeb663bFa67b473D,Yield Protocol,arb,0.0100019901
229,0xeE011724B0D659647a525568aeb663bFa67b473D,Aave V3,avax,0.07038368783093776
230,0xeE011724B0D659647a525568aeb663bFa67b473D,Beefy,avax,0.002926936913717668
231,0xeE011724B0D659647a525568aeb663bFa67b473D,BENQI,avax,0.12215033422513646
232,0xeE011724B0D659647a525568aeb663bFa67b473D,Curve,avax,0.010109059978718108
233,0xeE011724B0D659647a525568aeb663bFa67b473D,GMX,avax,0.0008140438246093716
234,0xeE011724B0D659647a525568aeb663bFa67b473D,Ribbon,avax,0.051811462200551925
235,0xeE011724B0D659647a525568aeb663bFa67b473D,Trader Joe,avax,0.4596206701104043
236,0xeE011724B0D659647a525568aeb663bFa67b473D,Alpaca Finance,bsc,0.03374135574224327
237,0xeE011724B0D659647a525568aeb663bFa67b473D,ApeSwap V3,bsc,5.212798517028023
238,0xeE011724B0D659647a525568aeb663bFa67b473D,PancakeSwap,bsc,0.06158636603889592
239,0xeE011724B0D659647a525568aeb663bFa67b473D,Pandora,bsc,0.17524885095059017
240,0xeE011724B0D659647a525568aeb663bFa67b473D,Radiant Capital V2,bsc,6.4840678690159255
241,0xeE011724B0D659647a525568aeb663bFa67b473D,Stargate,bsc,23.051910767783433
242,0xeE011724B0D659647a525568aeb663bFa67b473D,Nexon Finance,era,0.590461854275038
243,0xeE011724B0D659647a525568aeb663bFa67b473D,SyncSwap,era,0.10899151850167571
244,0xeE011724B0D659647a525568aeb663bFa67b473D,LooksRare,eth,0.19464445131780606
245,0xeE011724B0D659647a525568aeb663bFa67b473D,0VIX,matic,0.02194220158215645
246,0xeE011724B0D659647a525568aeb663bFa67b473D,Aave V3,matic,0.3954400559264776
247,0xeE011724B0D659647a525568aeb663bFa67b473D,Balancer V2,matic,0.12681595311288257
248,0xeE011724B0D659647a525568aeb663bFa67b473D,Beefy,matic,0.027326995063433196
249,0xeE011724B0D659647a525568aeb663bFa67b473D,CIAN,matic,0.0100085
250,0xeE011724B0D659647a525568aeb663bFa67b473D,Curve,matic,0.11805470571266805
251,0xeE011724B0D659647a525568aeb663bFa67b473D,HaloFi,matic,0.09991
252,0xeE011724B0D659647a525568aeb663bFa67b473D,Hop Protocol,matic,0.1439914002151464
253,0xeE011724B0D659647a525568aeb663bFa67b473D,Klima DAO ,matic,0.021546589049975175
254,0xeE011724B0D659647a525568aeb663bFa67b473D,QiDao,matic,0.0006595425270878339
255,0xeE011724B0D659647a525568aeb663bFa67b473D,QuickSwap,matic,0.030843645570265858
256,0xeE011724B0D659647a525568aeb663bFa67b473D,Stargate,matic,0.0049999720130723905
257,0xeE011724B0D659647a525568aeb663bFa67b473D,SushiSwap,matic,0.04594960093306969
258,0xeE011724B0D659647a525568aeb663bFa67b473D,Toucan,matic,0.008929007170578585
259,0xeE011724B0D659647a525568aeb663bFa67b473D,Uniswap V3,matic,0.06321597511969168
260,0xeE011724B0D659647a525568aeb663bFa67b473D,Gamma,matic,0.12726171950661957
261,0xeE011724B0D659647a525568aeb663bFa67b473D,Aave V3,op,0.06815817553363768
262,0xeE011724B0D659647a525568aeb663bFa67b473D,Beethoven x,op,0.2094990950836258
263,0xeE011724B0D659647a525568aeb663bFa67b473D,Curve,op,0.9257511277594583
264,0xeE011724B0D659647a525568aeb663bFa67b473D,Hop Protocol,op,0.2634085635880599
265,0xeE011724B0D659647a525568aeb663bFa67b473D,Mean Finance,op,0.01712475481550352
266,0xeE011724B0D659647a525568aeb663bFa67b473D,Nested,op,0.0996552295
267,0xeE011724B0D659647a525568aeb663bFa67b473D,Perpetual Protocol,op,0.11643714217287318
268,0xeE011724B0D659647a525568aeb663bFa67b473D,Pika Protocol,op,0.023069307178876657
269,0xeE011724B0D659647a525568aeb663bFa67b473D,Sonne Finance,op,0.0025659994592151228
270,0xeE011724B0D659647a525568aeb663bFa67b473D,Stargate,op,0.271281949975837
271,0xeE011724B0D659647a525568aeb663bFa67b473D,Uniswap V3,op,0.3929914891612935
272,0xeE011724B0D659647a525568aeb663bFa67b473D,Velodrome,op,1.0817688831445629
273,0xeE011724B0D659647a525568aeb663bFa67b473D,WOO Network,op,0.0046004281322566745
274,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Trader Joe,avax,0.0
275,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Wonderland,avax,1.698954286970383e-06
276,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Acryptos,bsc,6.015353287031769e-05
277,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Fortress Loans,bsc,0.01646651733904049
278,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Venus,bsc,1.3873319684785763
279,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Compound,eth,4.980889238893887
280,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,SyncSwap,era,78.12051782656802
281,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,0xDAO,ftm,1.3755354303914162
282,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Fantohm,ftm,7.240018285012941e-09
283,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Geist,ftm,3.618756316511863
284,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Hector Network,ftm,5.0371532243501515e-09
285,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,SCREAM_V1,ftm,0.0006157456360090024
286,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Solidex,ftm,0.11825383601599299
287,0x0E79EEC7C868d82eedF8EBA351d4047823a53498,Spartacadabra,ftm,2.274444787844446
